Kingdom,Phylum,Class,Order,Family,Genus
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Andreiomycetaceae,Andreiomyces
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Amazonomyces
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Arthonia
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Arthothelium
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Coniangium
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Coniarthonia
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Coniocarpon
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Crypthonia
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Cryptophaea
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Cryptothecia
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Eremothecella
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Glomerulophoron
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Herpothallon
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Inoderma
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Leprantha
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Myriostigma
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Pachnolepia
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Reichlingia
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Sporodophoron
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Stirtonia
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Tylophoron
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Chrysotrichaceae,Chrysothrix
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Chrysotrichaceae,Melarthonis
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Lecanographaceae,Alyxoria
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Lecanographaceae,Heterocyphelium
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Lecanographaceae,Lecanographa
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Lecanographaceae,Plectocarpon
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Lecanographaceae,Zwackhia
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Opegraphaceae,Combea
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Opegraphaceae,Cresponea
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Opegraphaceae,Dictyographa
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Opegraphaceae,Dolichocarpus
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Opegraphaceae,Fouragea
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Opegraphaceae,Ingaderia
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Opegraphaceae,Llimonaea
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Opegraphaceae,Nyungwea
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Opegraphaceae,Opegrapha
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Opegraphaceae,Paraingaderia
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Opegraphaceae,Paraschismatomma
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Opegraphaceae,Pentagenella
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Opegraphaceae,Schizopelte
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Opegraphaceae,Sclerophyton
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Opegraphaceae,Sparria
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Ancistrosporella
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Austrographa
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Austroroccella
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Chiodecton
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Crocellina
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Dendrographa
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Dichosporidium
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Dirina
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Dirinastrum
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Diromma
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Enterodictyon
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Enterographa
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Erythrodecton
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Feigeana
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Follmanniella
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Gorgadesia
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Graphidastra
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Gyrographa
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Gyronactis
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Halographis
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Haplodina
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Isalonactis
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Lecanactis
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Mazosia
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Neosergipea
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Ocellomma
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Pseudolecanactis
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Pseudoschismatomma
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Psoronactis
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Pulvinodecton
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Roccella
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Roccellina
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Sagenidiopsis
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Schismatomma
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Sigridea
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Simonyella
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Sipmania
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Streimannia
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Syncesia
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Tania
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Vigneronia
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellographaceae,Dimidiographa
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellographaceae,Fulvophyton
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellographaceae,Roccellographa
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,,Angiactis
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,,Bactrospora
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,,Bryostigma
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,,Catarraphia
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,,Felipes
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,,Glyphopsis
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,,Gossypiothallon
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,,Helminthocarpon
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,,Hormosphaeria
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,,Minksia
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,,Phoebus
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,,Sporostigma
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,,Synarthonia
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,,Synarthothelium
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,,Tarbertia
Fungi,Ascomycota,Arthoniomycetes,Arthoniales,,Tylophorella
Fungi,Ascomycota,Coniocybomycetes,Coniocybales,Coniocybaceae,Chaenotheca
Fungi,Ascomycota,Coniocybomycetes,Coniocybales,Coniocybaceae,Sclerophora
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Antennulariellaceae,Antennulariella
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cystocoleaceae,Cystocoleus
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Stigmidium
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Racodiaceae,Racodium
Fungi,Ascomycota,Dothideomycetes,Capnodiales,,Racoleus
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Arthopyreniaceae,Arthopyrenia
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dacampiaceae,Dacampia
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Mycoporaceae,Mycoporum
Fungi,Ascomycota,Dothideomycetes,Collemopsidiales,Xanthopyreniaceae,Collemopsidium
Fungi,Ascomycota,Dothideomycetes,Eremithallales,Melaspileaceae,Encephalographa
Fungi,Ascomycota,Dothideomycetes,Eremithallales,Melaspileaceae,Eremithallus
Fungi,Ascomycota,Dothideomycetes,Eremithallales,Melaspileaceae,Melaspilea
Fungi,Ascomycota,Dothideomycetes,Monoblastiales,Monoblastiaceae,Acrocordia
Fungi,Ascomycota,Dothideomycetes,Monoblastiales,Monoblastiaceae,Anisomeridium
Fungi,Ascomycota,Dothideomycetes,Monoblastiales,Monoblastiaceae,Caprettia
Fungi,Ascomycota,Dothideomycetes,Monoblastiales,Monoblastiaceae,Megalotremis
Fungi,Ascomycota,Dothideomycetes,Monoblastiales,Monoblastiaceae,Monoblastia
Fungi,Ascomycota,Dothideomycetes,Monoblastiales,Monoblastiaceae,Trypetheliopsis
Fungi,Ascomycota,Dothideomycetes,Strigulales,Strigulaceae,Flavobathelium
Fungi,Ascomycota,Dothideomycetes,Strigulales,Strigulaceae,Oletheriostrigula
Fungi,Ascomycota,Dothideomycetes,Strigulales,Strigulaceae,Phyllobathelium
Fungi,Ascomycota,Dothideomycetes,Strigulales,Strigulaceae,Phyllocratera
Fungi,Ascomycota,Dothideomycetes,Strigulales,Strigulaceae,Strigula
Fungi,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Aptrootia
Fungi,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Architrypethelium
Fungi,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Astrothelium
Fungi,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Bathelium
Fungi,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Bogoriella
Fungi,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Constrictolumina
Fungi,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Dictyomeridium
Fungi,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Distothelia
Fungi,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Marcelaria
Fungi,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Nigrovothelium
Fungi,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Novomicrothelia
Fungi,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Polymeridium
Fungi,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Polypyrenula
Fungi,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Pseudopyrenula
Fungi,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Trypethelium
Fungi,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Viridothelium
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Lyrommataceae,Lyromma
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Microtheliopsidaceae,Microtheliopsis
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Pyrenotrichaceae,Pyrenothrix
Fungi,Ascomycota,Eurotiomycetes,Phaeomoniellales,Celotheliaceae,Celothelium
Fungi,Ascomycota,Eurotiomycetes,Pyrenulales,Pyrenulaceae,Anthracothecium
Fungi,Ascomycota,Eurotiomycetes,Pyrenulales,Pyrenulaceae,Clypeopyrenis
Fungi,Ascomycota,Eurotiomycetes,Pyrenulales,Pyrenulaceae,Distopyrenis
Fungi,Ascomycota,Eurotiomycetes,Pyrenulales,Pyrenulaceae,Lithothelium
Fungi,Ascomycota,Eurotiomycetes,Pyrenulales,Pyrenulaceae,Mazaediothecium
Fungi,Ascomycota,Eurotiomycetes,Pyrenulales,Pyrenulaceae,Pyrenowilmsia
Fungi,Ascomycota,Eurotiomycetes,Pyrenulales,Pyrenulaceae,Pyrenula
Fungi,Ascomycota,Eurotiomycetes,Pyrenulales,Pyrenulaceae,Pyrgillus
Fungi,Ascomycota,Eurotiomycetes,Pyrenulales,Pyrenulaceae,Sulcopyrenula
Fungi,Ascomycota,Eurotiomycetes,Pyrenulales,Pyrenulaceae,Granulopyrenis
Fungi,Ascomycota,Eurotiomycetes,Pyrenulales,Pyrenulaceae,Blastodesmia
Fungi,Ascomycota,Eurotiomycetes,Pyrenulales,,Rhaphidicyrtis
Fungi,Ascomycota,Eurotiomycetes,Pyrenulales,,Xenus
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Agonimia
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Anthracocarpon
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Atla
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Awasthiella
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Bagliettoa
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Catapyrenium
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Clauzadella
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Clavascidium
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Dermatocarpon
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Endocarpon
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Flakea
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Glomerilla
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Henrica
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Heterocarpon
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Heteroplacidium
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Hydropunctaria
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Involucropyrenium
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Mastodia
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Moriola
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Neocatapyrenium
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Normandina
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Parabagliettoa
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Phylloblastia
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Placidiopsis
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Placidium
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Placocarpus
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Placopyrenium
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Placothelium
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Polyblastia
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Psoroglaena
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Rhabdopsora
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Scleropyrenium
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Servitia
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Spheconisca
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Sporodictyon
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Staurothele
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Thelidiopsis
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Thelidium
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Trimmatothele
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Verrucaria
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Verruculopsis
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Wahlenbergiella
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Willeya
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,,Kalbiana
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,,Botryolepraria
Fungi,Ascomycota,Eurotiomycetes,,Dactylosporaceae,Sclerococcum
Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora
Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Caeruleum
Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Eiglera
Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Glypholecia
Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Lithoglypha
Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Myriospora
Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Pleopsidium
Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Polysporina
Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Sarcogyne
Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Thelocarpella
Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Trimmatothelopsis
Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Timdalia
Fungi,Ascomycota,Lecanoromycetes,Candelariales,Candelariaceae,Candelaria
Fungi,Ascomycota,Lecanoromycetes,Candelariales,Candelariaceae,Candelariella
Fungi,Ascomycota,Lecanoromycetes,Candelariales,Candelariaceae,Candelina
Fungi,Ascomycota,Lecanoromycetes,Candelariales,Candelariaceae,Placomaronea
Fungi,Ascomycota,Lecanoromycetes,Candelariales,Pycnoraceae,Pycnora
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Acolium
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Acroscyphus
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Allocalicium
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Amandinea
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Australiaena
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Baculifera
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Buellia
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Calicium
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Chrismofulvea
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Ciposia
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Cratiria
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Cyphelium
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Dermatiscum
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Dermiscellum
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Dimelaena
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Diploicia
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Diplotomma
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Dirinaria
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Endohyalina
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Fluctua
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Gassicurtia
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Hypoflavia
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Monerolechia
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Orcularia
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Pseudothelomma
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Pyxine
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Redonia
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Santessonia
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Sculptolumina
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Sphinctrinopsis
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Stigmatochroma
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Tetramelas
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Texosporium
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Thelomma
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Tholurna
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Tylophoropsis
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Anaptychia
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Coscinocladium
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Culbersonia
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Heterodermia
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Hyperphyscia
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Kashiwadia
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Leucodermia
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Mischoblastia
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Mobergia
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Oxnerella
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Phaeophyscia
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Phaeorrhiza
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Physcia
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Physciella
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Physconia
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Polyblastidium
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Rinodina
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Rinodinella
Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Tornabea
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Biatorellaceae,Biatorella
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Carbonicolaceae,Carbonicola
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Catillariaceae,Austrolecia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Catillariaceae,Catillaria
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Catillariaceae,Placolecis
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Catillariaceae,Solenopsora
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Catillariaceae,Xanthopsorella
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Calathaspis
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Carassea
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cetradonia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Gymnoderma
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Heteromyces
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Metus
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Myelorrhiza
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Notocladonia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Pilophorus
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Pycnothelia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Sphaerophoropsis
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Squamella
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Thysanothecium
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Gypsoplacaceae,Gypsoplaca
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Haematommataceae,Haematomma
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Ameliella
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Bryodina
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Bryonora
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Cladidium
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Claurouxia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Clauzadeana
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Edrudia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Huea
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Japewiella
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecidella
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Miriquidica
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Myriolecis
